system:index,dewpoint_m01,dewpoint_m02,dewpoint_m03,dewpoint_m04,dewpoint_m05,dewpoint_m06,dewpoint_m07,dewpoint_m08,dewpoint_m09,dewpoint_m10,dewpoint_m11,dewpoint_m12,precip_m01,precip_m02,precip_m03,precip_m04,precip_m05,precip_m06,precip_m07,precip_m08,precip_m09,precip_m10,precip_m11,precip_m12,pressure_m01,pressure_m02,pressure_m03,pressure_m04,pressure_m05,pressure_m06,pressure_m07,pressure_m08,pressure_m09,pressure_m10,pressure_m11,pressure_m12,temp_m01,temp_m02,temp_m03,temp_m04,temp_m05,temp_m06,temp_m07,temp_m08,temp_m09,temp_m10,temp_m11,temp_m12,wind_u_m01,wind_u_m02,wind_u_m03,wind_u_m04,wind_u_m05,wind_u_m06,wind_u_m07,wind_u_m08,wind_u_m09,wind_u_m10,wind_u_m11,wind_u_m12,wind_v_m01,wind_v_m02,wind_v_m03,wind_v_m04,wind_v_m05,wind_v_m06,wind_v_m07,wind_v_m08,wind_v_m09,wind_v_m10,wind_v_m11,wind_v_m12,.geo
10_0,274.26463317871094,270.84873962402344,280.7778625488281,282.02842712402344,287.2252197265625,293.4974670410156,294.81768798828125,294.58897399902344,290.6865234375,287.5238800048828,277.4745635986328,282.5997314453125,0.00222515723385186,0.004668605432925688,0.004138265369988403,0.004222228824971808,0.008166639891271643,0.004210636740310747,0.0042026743772680675,0.0021029411273048026,0.002259888251501252,0.003421174999118648,0.0017474116866651457,0.005379830011406739,101192.73046875,101380.24609375,101186.109375,100913.86328125,101083.625,100740.6953125,100865.3984375,100830.96484375,100832.2109375,100719.41796875,101489.53125,100913.8203125,279.4487609863281,275.39080810546875,287.33782958984375,288.96754455566406,293.57427978515625,298.95323181152344,300.6600036621094,301.2371368408203,297.94395446777344,293.12416076660156,284.24658203125,286.67298889160156,0.38416099548339844,-0.3888874053955078,-0.23816490173339844,0.2130422592163086,-0.7022008895874023,-0.12205314636230469,0.1444559097290039,-0.5044364929199219,-0.48394012451171875,0.3640899658203125,0.09184455871582031,0.5114297866821289,-0.1238107681274414,-0.8942861557006836,0.7467918395996094,0.5705289840698242,0.8152599334716797,1.1303825378417969,0.4989032745361328,0.5514354705810547,0.5369167327880859,0.8107814788818359,0.42113304138183594,1.4168014526367188,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,274.30955505371094,270.86241149902344,280.8462219238281,282.04795837402344,287.2369384765625,293.4916076660156,294.85675048828125,294.63194274902344,290.7451171875,287.5863800048828,277.4921417236328,282.6329345703125,0.0022227506963190535,0.004819010303435789,0.004129279969788513,0.004130482375501288,0.008333108213548712,0.004109502559288103,0.004360380816763154,0.002126984150891076,0.002348982294279267,0.0036068807204969744,0.0016970383112493437,0.005536530622521241,101263.73046875,101451.24609375,101257.109375,100982.86328125,101153.625,100808.6953125,100930.3984375,100896.96484375,100899.2109375,100788.41796875,101560.53125,100985.8203125,279.4897766113281,275.37908935546875,287.40423583984375,289.03981018066406,293.62115478515625,299.00791931152344,300.6990661621094,301.2722930908203,297.95957946777344,293.13978576660156,284.26416015625,286.68666076660156,0.39050865173339844,-0.3561725616455078,-0.23084068298339844,0.2189016342163086,-0.6982946395874023,-0.12156486511230469,0.1566629409790039,-0.4941825866699219,-0.48394012451171875,0.3606719970703125,0.09721565246582031,0.5065469741821289,-0.1213693618774414,-0.9079580307006836,0.7502098083496094,0.5710172653198242,0.8108654022216797,1.1333122253417969,0.5032978057861328,0.5231151580810547,0.5256862640380859,0.8122463226318359,0.41185569763183594,1.4124069213867188,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,274.28025817871094,270.96983337402344,280.8950500488281,282.00303649902344,287.2193603515625,293.5248107910156,294.97198486328125,294.81944274902344,290.8525390625,287.5199737548828,277.3319854736328,282.6212158203125,0.0022792708007273177,0.005067177967248426,0.00431982856855484,0.0036287230252014524,0.007872997608785681,0.0041746876889305895,0.004985246110265962,0.002291776092533837,0.0023468663293897407,0.003639506812930904,0.0015459628884855192,0.005071577140370209,101274.73046875,101455.24609375,101274.109375,100997.86328125,101168.625,100826.6953125,100945.3984375,100910.96484375,100914.2109375,100805.41796875,101575.53125,101008.8203125,279.5444641113281,275.55291748046875,287.30657958984375,288.94996643066406,293.53521728515625,298.87120056152344,300.5096130371094,301.0496368408203,297.63926696777344,293.05580139160156,284.12353515625,286.69837951660156,0.41101646423339844,-0.2907428741455078,-0.24060630798339844,0.2164602279663086,-0.7017126083374023,-0.1406078338623047,0.1884012222290039,-0.4853935241699219,-0.5049362182617188,0.3592071533203125,0.09721565246582031,0.4967813491821289,-0.1189279556274414,-0.9426259994506836,0.7702293395996094,0.5734586715698242,0.8040294647216797,1.1587028503417969,0.5267353057861328,0.4698925018310547,0.49834251403808594,0.8127346038818359,0.38060569763183594,1.4343795776367188,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,274.62010192871094,271.48155212402344,281.2759094238281,282.16709899902344,287.3638916015625,293.6107482910156,295.18487548828125,295.11241149902344,291.1689453125,287.7230987548828,277.6522979736328,282.8985595703125,0.0024145882455286483,0.005313613371072279,0.005785476981259308,0.0031752359865890867,0.0064306173592854066,0.0044998235755997484,0.0047924846890623485,0.002317592354302178,0.002610736091810395,0.003463121767879329,0.0014998437945905607,0.003945682653466065,101281.73046875,101450.24609375,101287.109375,101009.86328125,101179.625,100843.6953125,100958.3984375,100920.96484375,100926.2109375,100821.41796875,101586.53125,101030.8203125,279.8843078613281,275.97869873046875,287.51556396484375,289.17066955566406,293.70123291015625,298.90440368652344,300.5037536621094,300.9656524658203,297.49668884277344,293.24525451660156,284.37353515625,286.99134826660156,0.42859458923339844,-0.2287311553955078,-0.26160240173339844,0.2052297592163086,-0.7046422958374023,-0.1703929901123047,0.2245340347290039,-0.4897880554199219,-0.5405807495117188,0.3494415283203125,0.06987190246582031,0.4904336929321289,-0.0984201431274414,-0.9660634994506836,0.7658348083496094,0.5563688278198242,0.7757091522216797,1.1665153503417969,0.5950946807861328,0.4083690643310547,0.44951438903808594,0.8000392913818359,0.34496116638183594,1.4656295776367188,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0,274.28025817871094,270.96983337402344,280.8950500488281,282.00303649902344,287.2193603515625,293.5248107910156,294.97198486328125,294.81944274902344,290.8525390625,287.5199737548828,277.3319854736328,282.6212158203125,0.0022792708007273177,0.005067177967248426,0.00431982856855484,0.0036287230252014524,0.007872997608785681,0.0041746876889305895,0.004985246110265962,0.002291776092533837,0.0023468663293897407,0.003639506812930904,0.0015459628884855192,0.005071577140370209,101274.73046875,101455.24609375,101274.109375,100997.86328125,101168.625,100826.6953125,100945.3984375,100910.96484375,100914.2109375,100805.41796875,101575.53125,101008.8203125,279.5444641113281,275.55291748046875,287.30657958984375,288.94996643066406,293.53521728515625,298.87120056152344,300.5096130371094,301.0496368408203,297.63926696777344,293.05580139160156,284.12353515625,286.69837951660156,0.41101646423339844,-0.2907428741455078,-0.24060630798339844,0.2164602279663086,-0.7017126083374023,-0.1406078338623047,0.1884012222290039,-0.4853935241699219,-0.5049362182617188,0.3592071533203125,0.09721565246582031,0.4967813491821289,-0.1189279556274414,-0.9426259994506836,0.7702293395996094,0.5734586715698242,0.8040294647216797,1.1587028503417969,0.5267353057861328,0.4698925018310547,0.49834251403808594,0.8127346038818359,0.38060569763183594,1.4343795776367188,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,274.21971130371094,270.87413024902344,280.8286437988281,281.87413024902344,287.0318603515625,293.4193420410156,294.93292236328125,294.67881774902344,290.7470703125,287.4125518798828,277.1874542236328,282.4844970703125,0.0021721985069689254,0.005155236379323469,0.004115466593361816,0.003566279709218634,0.007269120600824408,0.004062899177654344,0.004586856115167848,0.002205014081482659,0.0021086265642225044,0.003449733074546657,0.0015209810917440336,0.005220208772698243,101244.73046875,101428.24609375,101251.109375,100971.86328125,101149.625,100804.6953125,100920.3984375,100888.96484375,100892.2109375,100779.41796875,101548.53125,100983.8203125,279.4663391113281,275.47088623046875,287.24603271484375,288.90309143066406,293.49224853515625,298.81846618652344,300.4705505371094,301.0320587158203,297.61192321777344,293.04603576660156,284.10009765625,286.59486389160156,0.42712974548339844,-0.2384967803955078,-0.23084068298339844,0.2477102279663086,-0.6772985458374023,-0.1323070526123047,0.1703348159790039,-0.4995536804199219,-0.5112838745117188,0.3762969970703125,0.11479377746582031,0.4962930679321289,-0.1184396743774414,-0.9689931869506836,0.7707176208496094,0.5724821090698242,0.7854747772216797,1.1567497253417969,0.5145282745361328,0.4254589080810547,0.49980735778808594,0.8112697601318359,0.38695335388183594,1.4314498901367188,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,274.50682067871094,271.17881774902344,281.0649719238281,282.19248962402344,287.4029541015625,293.6263732910156,295.04034423828125,294.93467712402344,291.0146484375,287.6957550048828,277.6640167236328,282.8653564453125,0.0024460520473894576,0.005080875859675871,0.004898023425198517,0.0037448179720627195,0.007686226454381995,0.004373409574611742,0.005085955608194581,0.002381786556725274,0.002565436561781098,0.003767522688747249,0.001671870249992935,0.004759099790135224,101249.73046875,101428.24609375,101245.109375,100972.86328125,101137.625,100799.6953125,100922.3984375,100884.96484375,100888.2109375,100781.41796875,101549.53125,100981.8203125,279.7104797363281,275.68182373046875,287.50579833984375,289.12770080566406,293.71490478515625,298.99424743652344,300.6287536621094,301.1258087158203,297.77403259277344,293.20619201660156,284.36962890625,286.90931701660156,0.39197349548339844,-0.3415241241455078,-0.24304771423339844,0.1930227279663086,-0.7002477645874023,-0.1396312713623047,0.1898660659790039,-0.4697685241699219,-0.49419403076171875,0.3523712158203125,0.07914924621582031,0.5060586929321289,-0.1067209243774414,-0.8942861557006836,0.7633934020996094,0.5592985153198242,0.8074474334716797,1.1381950378417969,0.5272235870361328,0.5040721893310547,0.5027370452880859,0.8058986663818359,0.38744163513183594,1.4294967651367188,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,274.21385192871094,270.71983337402344,280.6860656738281,281.96006774902344,287.1373291015625,293.3998107910156,294.69659423828125,294.40538024902344,290.5439453125,287.4770050048828,277.4530792236328,282.4962158203125,0.002182606968062828,0.004705716774878965,0.003959585546112976,0.004436805546163214,0.00793716200888639,0.004032992547138292,0.0035014406326467906,0.002043835671429406,0.002247833212095429,0.0033858964999922136,0.001822215515858261,0.0056251776304634404,101193.73046875,101385.24609375,101186.109375,100912.86328125,101085.625,100739.6953125,100864.3984375,100830.96484375,100833.2109375,100717.41796875,101489.53125,100910.8203125,279.3667297363281,275.29510498046875,287.30853271484375,288.95973205566406,293.57427978515625,298.99424743652344,300.7557067871094,301.3719024658203,298.08457946777344,293.13587951660156,284.23876953125,286.57533264160156,0.38562583923339844,-0.3742389678955078,-0.21716880798339844,0.2428274154663086,-0.6753454208374023,-0.10252189636230469,0.1307840347290039,-0.5054130554199219,-0.46636199951171875,0.3777618408203125,0.11674690246582031,0.5216836929321289,-0.1277170181274414,-0.8889150619506836,0.7214012145996094,0.5549039840698242,0.7918224334716797,1.0991325378417969,0.4783954620361328,0.5416698455810547,0.5354518890380859,0.7971096038818359,0.42894554138183594,1.3762741088867188,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,274.04783630371094,270.61631774902344,280.6411437988281,281.84678649902344,287.0201416015625,293.3939514160156,294.78839111328125,294.47569274902344,290.5556640625,287.3441925048828,277.0917510986328,282.3497314453125,0.0021081160632547835,0.004941341386256681,0.003959488688565216,0.004057615697263373,0.007792576041822485,0.0038999475294190233,0.003764721799200288,0.0020089446024940116,0.002252243955808808,0.0035371283849485735,0.001663741666561691,0.00583715409902652,101270.73046875,101462.24609375,101270.109375,100991.86328125,101169.625,100820.6953125,100939.3984375,100908.96484375,100910.2109375,100796.41796875,101569.53125,100996.8203125,279.3198547363281,275.27947998046875,287.15814208984375,288.82301330566406,293.42584228515625,298.84190368652344,300.5486755371094,301.1844024658203,297.82090759277344,292.96986389160156,284.02587890625,286.47181701660156,0.40125083923339844,-0.2970905303955078,-0.21423912048339844,0.2530813217163086,-0.6685094833374023,-0.11082267761230469,0.1444559097290039,-0.5019950866699219,-0.48296356201171875,0.3709259033203125,0.11674690246582031,0.5031290054321289,-0.1179513931274414,-0.9333486557006836,0.7463035583496094,0.5666227340698242,0.7879161834716797,1.1235466003417969,0.4920673370361328,0.4718456268310547,0.5232448577880859,0.8078517913818359,0.41625022888183594,1.3953170776367188,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,274.51463317871094,271.22178649902344,281.1040344238281,282.13975524902344,287.3326416015625,293.5814514160156,295.05401611328125,294.95030212402344,291.0185546875,287.6566925048828,277.5663604736328,282.8243408203125,0.0024080242840227584,0.005240564153609739,0.004890230117894134,0.0034362372754799253,0.0071702811986256165,0.004300311928375322,0.005066286075418702,0.0023936329798743827,0.002502851684766938,0.003719891126991115,0.0015640976016584318,0.004657280155697663,101261.73046875,101437.24609375,101261.109375,100985.86328125,101154.625,100815.6953125,100934.3984375,100898.96484375,100902.2109375,100795.41796875,101562.53125,100999.8203125,279.7319641113281,275.73846435546875,287.46673583984375,289.10231018066406,293.66217041015625,298.93565368652344,300.5818786621094,301.0691680908203,297.66075134277344,293.20814514160156,284.33837890625,286.89369201660156,0.40759849548339844,-0.2790241241455078,-0.24109458923339844,0.2086477279663086,-0.6885290145874023,-0.1459789276123047,0.2001199722290039,-0.4707450866699219,-0.5054244995117188,0.3562774658203125,0.08940315246582031,0.4977579116821289,-0.1052560806274414,-0.9265127182006836,0.7707176208496094,0.5592985153198242,0.7923107147216797,1.1474723815917969,0.5345478057861328,0.4528026580810547,0.48662376403808594,0.8029689788818359,0.37328147888183594,1.4314498901367188,"{""type"":""MultiPoint"",""coordinates"":[]}"
